"","Dataset","DefectNum","ModuleNum","ImbLevel","ImbGroup","Metrics","Classifier","ImbLearner","ImbLearnerType","MCC","dset","bMCC","dMCC"
"1011","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","US",0.3647,"jedit-4.1",0.1019,0.2628
"1012","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","US",0.29,"jedit-4.2",0.0495,0.2405
"1013","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","US",0.1329,"jedit-4.3",0,0.1329
"1014","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","US",0.4622,"log4j-1.0",0.2563,0.2059
"1015","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","US",0.1411,"poi-2.0",0,0.1411
"1016","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","US",0.1952,"synapse-1.0",0,0.1952
"1017","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","US",0.2409,"synapse-1.1",-0.0149,0.2558
"1018","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","US",0.3798,"synapse-1.2",0.2878,0.092
"1019","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","US",0.1507,"velocity-1.6",0.1107,0.04
"1020","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","US",0.0788,"xerces-1.2",0,0.0788
"1021","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","US",0.1995,"xerces-1.3",0.007,0.1925
"1022","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","US",0.4468,"Eclipse_JDT_Core",0.2596,0.1872
"1023","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","US",0.2531,"Eclipse_PDE_UI",0,0.2531
"1024","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","US",0.3728,"Equinox_Framework",0.4097,-0.0369
"1025","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","US",0.1061,"Lucene",0,0.1061
"1026","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","US",0.2398,"Mylyn",0,0.2398
"1027","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","OS",0.4446,"ant-1.3",-0.0064,0.451
"1028","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","OS",0.0361,"ant-1.4",0,0.0361
"1029","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","OS",0.403,"ant-1.5",0,0.403
"1030","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","OS",0.5153,"ant-1.6",0.2991,0.2162
"1031","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","OS",0.1915,"camel-1.0",0,0.1915
"1032","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","OS",0.1195,"camel-1.2",0.0342,0.0853
"1033","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","OS",0.2024,"camel-1.4",0,0.2024
"1034","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","OS",0.1525,"camel-1.6",-4e-04,0.1529
"1035","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","OS",0.3603,"ivy-2.0",-0.0033,0.3636
"1036","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","OS",0.4345,"jedit-3.2",0.4481,-0.0136
"1037","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","OS",0.2845,"jedit-4.0",0.0647,0.2198
"1038","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","OS",0.4615,"jedit-4.1",0.1019,0.3596
"1039","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","OS",0.4046,"jedit-4.2",0.0495,0.3551
"1040","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","OS",0.2324,"jedit-4.3",0,0.2324
"1041","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","OS",0.4953,"log4j-1.0",0.2563,0.239
"1042","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","OS",0.1607,"poi-2.0",0,0.1607
"1043","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","OS",0.3517,"synapse-1.0",0,0.3517
"1044","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","OS",0.2874,"synapse-1.1",-0.0149,0.3023
"1045","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","OS",0.3926,"synapse-1.2",0.2878,0.1048
"1046","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","OS",0.2678,"velocity-1.6",0.1107,0.1571
"1047","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","OS",0.1064,"xerces-1.2",0,0.1064
"1048","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","OS",0.2161,"xerces-1.3",0.007,0.2091
"1049","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","OS",0.4589,"Eclipse_JDT_Core",0.2596,0.1993
"1050","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","OS",0.2607,"Eclipse_PDE_UI",0,0.2607
"1051","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","OS",0.3949,"Equinox_Framework",0.4097,-0.0148
"1052","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","OS",0.1553,"Lucene",0,0.1553
"1053","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","OS",0.2556,"Mylyn",0,0.2556
"1054","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","UOS",0.3338,"ant-1.3",-0.0064,0.3402
"1055","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","UOS",0.0112,"ant-1.4",0,0.0112
"1056","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","UOS",0.3921,"ant-1.5",0,0.3921
"1057","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","UOS",0.5051,"ant-1.6",0.2991,0.206
"1058","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","UOS",0.2117,"camel-1.0",0,0.2117
"1059","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","UOS",0.0649,"camel-1.2",0.0342,0.0307
"1060","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","UOS",0.1987,"camel-1.4",0,0.1987
"1061","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","UOS",0.1532,"camel-1.6",-4e-04,0.1536
"1062","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","UOS",0.3449,"ivy-2.0",-0.0033,0.3482
"1063","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","UOS",0.3825,"jedit-3.2",0.4481,-0.0656
"1064","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","UOS",0.2539,"jedit-4.0",0.0647,0.1892
"1065","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","UOS",0.4151,"jedit-4.1",0.1019,0.3132
"1066","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","UOS",0.3733,"jedit-4.2",0.0495,0.3238
"1067","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","UOS",0.1975,"jedit-4.3",0,0.1975
"1068","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","UOS",0.4536,"log4j-1.0",0.2563,0.1973
"1069","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","UOS",0.1992,"poi-2.0",0,0.1992
"1070","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","UOS",0.3462,"synapse-1.0",0,0.3462
"1071","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","UOS",0.2804,"synapse-1.1",-0.0149,0.2953
"1072","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","UOS",0.3848,"synapse-1.2",0.2878,0.097
"1073","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","UOS",0.141,"velocity-1.6",0.1107,0.0303
"1074","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","UOS",0.0919,"xerces-1.2",0,0.0919
"1075","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","UOS",0.2161,"xerces-1.3",0.007,0.2091
"1076","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","UOS",0.4529,"Eclipse_JDT_Core",0.2596,0.1933
"1077","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","UOS",0.2629,"Eclipse_PDE_UI",0,0.2629
"1078","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","UOS",0.3781,"Equinox_Framework",0.4097,-0.0316
"1079","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","UOS",0.159,"Lucene",0,0.159
"1080","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","UOS",0.2508,"Mylyn",0,0.2508
"1081","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","SMOTE",0.4409,"ant-1.3",-0.0064,0.4473
"1082","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","SMOTE",0.1852,"ant-1.4",0,0.1852
"1083","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","SMOTE",0.3993,"ant-1.5",0,0.3993
"1084","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","SMOTE",0.5228,"ant-1.6",0.2991,0.2237
"1085","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","SMOTE",0.1626,"camel-1.0",0,0.1626
"1086","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","SMOTE",0.0895,"camel-1.2",0.0342,0.0553
"1087","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","SMOTE",0.1608,"camel-1.4",0,0.1608
"1088","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","SMOTE",0.0844,"camel-1.6",-4e-04,0.0848
"1089","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","SMOTE",0.3518,"ivy-2.0",-0.0033,0.3551
"1090","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","SMOTE",0.4238,"jedit-3.2",0.4481,-0.0243
"1091","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","SMOTE",0.2252,"jedit-4.0",0.0647,0.1605
"1092","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","SMOTE",0.4578,"jedit-4.1",0.1019,0.3559
"1093","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","SMOTE",0.3608,"jedit-4.2",0.0495,0.3113
"1094","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","SMOTE",0.0521,"jedit-4.3",0,0.0521
"1095","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","SMOTE",0.5501,"log4j-1.0",0.2563,0.2938
"1096","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","SMOTE",0.2062,"poi-2.0",0,0.2062
"1097","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","SMOTE",0.3277,"synapse-1.0",0,0.3277
"1098","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","SMOTE",0.2536,"synapse-1.1",-0.0149,0.2685
"1099","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","SMOTE",0.3863,"synapse-1.2",0.2878,0.0985
"1100","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","SMOTE",0.2667,"velocity-1.6",0.1107,0.156
"1101","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","SMOTE",0.1097,"xerces-1.2",0,0.1097
"1102","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","SMOTE",0.2114,"xerces-1.3",0.007,0.2044
"1103","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","SMOTE",0.4415,"Eclipse_JDT_Core",0.2596,0.1819
"1104","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","SMOTE",0.1833,"Eclipse_PDE_UI",0,0.1833
"1105","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","SMOTE",0.3722,"Equinox_Framework",0.4097,-0.0375
"1106","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","SMOTE",0.1097,"Lucene",0,0.1097
"1107","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","SMOTE",0.2407,"Mylyn",0,0.2407
"1108","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","COS",0.0256,"ant-1.3",-0.0064,0.032
"1109","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","COS",0,"ant-1.4",0,0
"1110","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","COS",0,"ant-1.5",0,0
"1111","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","COS",0.2605,"ant-1.6",0.2991,-0.0386
"1112","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","COS",-3e-04,"camel-1.0",0,-3e-04
"1113","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","COS",0.0194,"camel-1.2",0.0342,-0.0148
"1114","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","COS",0,"camel-1.4",0,0
"1115","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","COS",0.0102,"camel-1.6",-4e-04,0.0106
"1116","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","COS",0.0507,"ivy-2.0",-0.0033,0.054
"1117","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","COS",0.4413,"jedit-3.2",0.4481,-0.00679999999999997
"1118","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","COS",0.07,"jedit-4.0",0.0647,0.00530000000000001
"1119","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","COS",0.081,"jedit-4.1",0.1019,-0.0209
"1120","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","COS",0.0674,"jedit-4.2",0.0495,0.0179
"1121","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","COS",0,"jedit-4.3",0,0
"1122","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","COS",0.1709,"log4j-1.0",0.2563,-0.0854
"1123","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","COS",0.0316,"poi-2.0",0,0.0316
"1124","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","COS",-0.001,"synapse-1.0",0,-0.001
"1125","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","COS",0.016,"synapse-1.1",-0.0149,0.0309
"1126","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","COS",0.2475,"synapse-1.2",0.2878,-0.0403
"1127","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","COS",0.0414,"velocity-1.6",0.1107,-0.0693
"1128","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","COS",0,"xerces-1.2",0,0
"1129","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","COS",0.0163,"xerces-1.3",0.007,0.0093
"1130","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","COS",0.1946,"Eclipse_JDT_Core",0.2596,-0.065
"1131","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","COS",0,"Eclipse_PDE_UI",0,0
"1132","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","COS",0.3447,"Equinox_Framework",0.4097,-0.065
"1133","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","COS",0.019,"Lucene",0,0.019
"1134","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","COS",0,"Mylyn",0,0
"1135","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","EM1v1",0.3567,"ant-1.3",-0.0064,0.3631
"1136","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","EM1v1",-7e-04,"ant-1.4",0,-7e-04
"1137","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","EM1v1",0.3881,"ant-1.5",0,0.3881
"1138","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","EM1v1",0.4857,"ant-1.6",0.2991,0.1866
"1139","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","EM1v1",0.149,"camel-1.0",0,0.149
"1140","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","EM1v1",0.0342,"camel-1.2",0.0342,0
"1141","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","EM1v1",0.2063,"camel-1.4",0,0.2063
"1142","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","EM1v1",0.1289,"camel-1.6",-4e-04,0.1293
"1143","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","EM1v1",0.3555,"ivy-2.0",-0.0033,0.3588
"1144","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","EM1v1",0.4185,"jedit-3.2",0.4481,-0.0296
"1145","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","EM1v1",0.1823,"jedit-4.0",0.0647,0.1176
"1146","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","EM1v1",0.3179,"jedit-4.1",0.1019,0.216
"1147","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","EM1v1",0.3002,"jedit-4.2",0.0495,0.2507
"1148","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","EM1v1",0.1168,"jedit-4.3",0,0.1168
"1149","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","EM1v1",0.5132,"log4j-1.0",0.2563,0.2569
"1150","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","EM1v1",0.0799,"poi-2.0",0,0.0799
"1151","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","EM1v1",0.2962,"synapse-1.0",0,0.2962
"1152","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","EM1v1",0.26,"synapse-1.1",-0.0149,0.2749
"1153","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","EM1v1",0.2878,"synapse-1.2",0.2878,0
"1154","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","EM1v1",0.1107,"velocity-1.6",0.1107,0
"1155","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","EM1v1",0.0648,"xerces-1.2",0,0.0648
"1156","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","EM1v1",0.1798,"xerces-1.3",0.007,0.1728
"1157","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","EM1v1",0.4392,"Eclipse_JDT_Core",0.2596,0.1796
"1158","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","EM1v1",0.2538,"Eclipse_PDE_UI",0,0.2538
"1159","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","EM1v1",0.4075,"Equinox_Framework",0.4097,-0.00220000000000004
"1160","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","EM1v1",0.117,"Lucene",0,0.117
"1161","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","EM1v1",0.2374,"Mylyn",0,0.2374
"1162","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","UBag",0.4207,"ant-1.3",-0.0064,0.4271
"1163","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","UBag",0.0503,"ant-1.4",0,0.0503
"1164","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","UBag",0.3906,"ant-1.5",0,0.3906
"1165","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","UBag",0.5118,"ant-1.6",0.2991,0.2127
"1166","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","UBag",0.1944,"camel-1.0",0,0.1944
"1167","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","UBag",0.1162,"camel-1.2",0.0342,0.082
"1168","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","UBag",0.201,"camel-1.4",0,0.201
"1169","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","UBag",0.1472,"camel-1.6",-4e-04,0.1476
"1170","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","UBag",0.3444,"ivy-2.0",-0.0033,0.3477
"1171","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","UBag",0.4217,"jedit-3.2",0.4481,-0.0264
"1172","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","UBag",0.2683,"jedit-4.0",0.0647,0.2036
"1173","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","UBag",0.412,"jedit-4.1",0.1019,0.3101
"1174","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","UBag",0.3045,"jedit-4.2",0.0495,0.255
"1175","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","UBag",0.1234,"jedit-4.3",0,0.1234
"1176","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","UBag",0.5126,"log4j-1.0",0.2563,0.2563
"1177","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","UBag",0.1951,"poi-2.0",0,0.1951
"1178","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","UBag",0.3062,"synapse-1.0",0,0.3062
"1179","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","UBag",0.3299,"synapse-1.1",-0.0149,0.3448
"1180","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","UBag",0.3847,"synapse-1.2",0.2878,0.0969
"1181","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","UBag",0.233,"velocity-1.6",0.1107,0.1223
"1182","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","UBag",0.1233,"xerces-1.2",0,0.1233
"1183","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","UBag",0.2137,"xerces-1.3",0.007,0.2067
"1184","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","UBag",0.4505,"Eclipse_JDT_Core",0.2596,0.1909
"1185","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","UBag",0.2564,"Eclipse_PDE_UI",0,0.2564
"1186","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","UBag",0.3879,"Equinox_Framework",0.4097,-0.0218
"1187","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","UBag",0.1145,"Lucene",0,0.1145
"1188","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","UBag",0.2542,"Mylyn",0,0.2542
"1189","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","OBag",0.4491,"ant-1.3",-0.0064,0.4555
"1190","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","OBag",0.0822,"ant-1.4",0,0.0822
"1191","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","OBag",0.4065,"ant-1.5",0,0.4065
"1192","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","OBag",0.523,"ant-1.6",0.2991,0.2239
"1193","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","OBag",0.194,"camel-1.0",0,0.194
"1194","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","OBag",0.1442,"camel-1.2",0.0342,0.11
"1195","camel-1.4",145,872,5.01379310344828,"M&H IR","CK","SVM","Y","OBag",0.1971,"camel-1.4",0,0.1971
"1196","camel-1.6",188,965,4.13297872340426,"M&H IR","CK","SVM","Y","OBag",0.1484,"camel-1.6",-4e-04,0.1488
"1197","ivy-2.0",40,352,7.8,"M&H IR","CK","SVM","Y","OBag",0.3765,"ivy-2.0",-0.0033,0.3798
"1198","jedit-3.2",90,272,2.02222222222222,"Low IR","CK","SVM","Y","OBag",0.4291,"jedit-3.2",0.4481,-0.019
"1199","jedit-4.0",75,306,3.08,"Low IR","CK","SVM","Y","OBag",0.2995,"jedit-4.0",0.0647,0.2348
"1200","jedit-4.1",79,312,2.9493670886076,"Low IR","CK","SVM","Y","OBag",0.474,"jedit-4.1",0.1019,0.3721
"1201","jedit-4.2",48,367,6.64583333333333,"M&H IR","CK","SVM","Y","OBag",0.4023,"jedit-4.2",0.0495,0.3528
"1202","jedit-4.3",11,492,43.7272727272727,"M&H IR","CK","SVM","Y","OBag",0.2458,"jedit-4.3",0,0.2458
"1203","log4j-1.0",34,135,2.97058823529412,"Low IR","CK","SVM","Y","OBag",0.4998,"log4j-1.0",0.2563,0.2435
"1204","poi-2.0",37,314,7.48648648648649,"M&H IR","CK","SVM","Y","OBag",0.1556,"poi-2.0",0,0.1556
"1205","synapse-1.0",16,157,8.8125,"M&H IR","CK","SVM","Y","OBag",0.3882,"synapse-1.0",0,0.3882
"1206","synapse-1.1",60,222,2.7,"Low IR","CK","SVM","Y","OBag",0.2805,"synapse-1.1",-0.0149,0.2954
"1207","synapse-1.2",86,256,1.97674418604651,"Low IR","CK","SVM","Y","OBag",0.4025,"synapse-1.2",0.2878,0.1147
"1208","velocity-1.6",78,229,1.93589743589744,"Low IR","CK","SVM","Y","OBag",0.2911,"velocity-1.6",0.1107,0.1804
"1209","xerces-1.2",71,440,5.19718309859155,"M&H IR","CK","SVM","Y","OBag",0.1121,"xerces-1.2",0,0.1121
"1210","xerces-1.3",69,453,5.56521739130435,"M&H IR","CK","SVM","Y","OBag",0.2161,"xerces-1.3",0.007,0.2091
"1211","Eclipse_JDT_Core",206,997,3.83980582524272,"Low IR","CK","SVM","Y","OBag",0.4561,"Eclipse_JDT_Core",0.2596,0.1965
"1212","Eclipse_PDE_UI",209,1497,6.16267942583732,"M&H IR","CK","SVM","Y","OBag",0.265,"Eclipse_PDE_UI",0,0.265
"1213","Equinox_Framework",129,324,1.51162790697674,"Low IR","CK","SVM","Y","OBag",0.3901,"Equinox_Framework",0.4097,-0.0196
"1214","Lucene",64,691,9.796875,"M&H IR","CK","SVM","Y","OBag",0.1584,"Lucene",0,0.1584
"1215","Mylyn",245,1862,6.6,"M&H IR","CK","SVM","Y","OBag",0.2599,"Mylyn",0,0.2599
"1216","ant-1.3",20,125,5.25,"M&H IR","CK","SVM","Y","UOBag",0.4501,"ant-1.3",-0.0064,0.4565
"1217","ant-1.4",40,178,3.45,"Low IR","CK","SVM","Y","UOBag",0.0278,"ant-1.4",0,0.0278
"1218","ant-1.5",32,293,8.15625,"M&H IR","CK","SVM","Y","UOBag",0.3995,"ant-1.5",0,0.3995
"1219","ant-1.6",92,351,2.81521739130435,"Low IR","CK","SVM","Y","UOBag",0.5167,"ant-1.6",0.2991,0.2176
"1220","camel-1.0",13,339,25.0769230769231,"M&H IR","CK","SVM","Y","UOBag",0.1986,"camel-1.0",0,0.1986
"1221","camel-1.2",216,608,1.81481481481481,"Low IR","CK","SVM","Y","UOBag",0.1393,"camel-1.2",0.0342,0.1051
