"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","SBag",0.8028,0.3761,"Low IR","jedit-4.1",0.3072,0.0689
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","SBag",0.7796,0.5208,"M&H IR","jedit-4.2",0.1612,0.3596
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","SBag",0.7889,0.1261,"M&H IR","jedit-4.3",0,0.1261
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","SBag",0.7672,0.4307,"Low IR","log4j-1.0",0.4628,-0.0321
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","SBag",0.7426,0.3494,"M&H IR","Lucene",0.0406,0.3088
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","SBag",0.6137,0.2183,"M&H IR","Mylyn",0,0.2183
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","SBag",0.6446,0.2971,"M&H IR","poi-2.0",0,0.2971
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","SBag",0.7451,0.2897,"M&H IR","synapse-1.0",0,0.2897
"synapse-1.1",60,222,0.27027027,2.7,"PROC","SVM","Y","SBag",0.5064,0.0625,"Low IR","synapse-1.1",0,0.0625
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","SBag",0.7033,0.3112,"Low IR","synapse-1.2",0.174,0.1372
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","SBag",0.7479,0.4164,"Low IR","velocity-1.6",0.2872,0.1292
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","SBag",0.6086,0.2165,"M&H IR","xerces-1.2",0,0.2165
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","SBag",0.662,0.1616,"M&H IR","xerces-1.3",0.0109,0.1507
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","UBst",0.6118,0.1368,"M&H IR","ant-1.3",-0.0013,0.1381
"ant-1.4",40,178,0.224719101,3.45,"PROC","SVM","Y","UBst",0.5186,0.0138,"Low IR","ant-1.4",-0.0013,0.0151
"ant-1.5",32,293,0.109215017,8.15625,"PROC","SVM","Y","UBst",0.7606,0.3847,"M&H IR","ant-1.5",0,0.3847
"ant-1.6",92,351,0.262108262,2.815217391,"PROC","SVM","Y","UBst",0.728,0.388,"Low IR","ant-1.6",0.3126,0.0754
"camel-1.0",13,339,0.038348083,25.07692308,"PROC","SVM","Y","UBst",0.7673,0.19,"M&H IR","camel-1.0",0,0.19
"camel-1.2",216,608,0.355263158,1.814814815,"PROC","SVM","Y","UBst",0.5532,0.093,"Low IR","camel-1.2",0.0052,0.0878
"camel-1.4",145,872,0.166284404,5.013793103,"PROC","SVM","Y","UBst",0.6113,0.1554,"M&H IR","camel-1.4",0,0.1554
"camel-1.6",188,965,0.194818653,4.132978723,"PROC","SVM","Y","UBst",0.5143,0.022,"M&H IR","camel-1.6",0,0.022
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"PROC","SVM","Y","UBst",0.7281,0.3879,"Low IR","Eclipse_JDT_Core",0.2753,0.1126
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","SVM","Y","UBst",0.6424,0.2283,"M&H IR","Eclipse_PDE_UI",0,0.2283
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","SVM","Y","UBst",0.7283,0.3775,"Low IR","Equinox_Framework",0.3973,-0.0198
"ivy-2.0",40,352,0.113636364,7.8,"PROC","SVM","Y","UBst",0.752,0.3436,"M&H IR","ivy-2.0",-0.0031,0.3467
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","SVM","Y","UBst",0.5799,0.0975,"Low IR","jedit-3.2",0.0756,0.0219
"jedit-4.0",75,306,0.245098039,3.08,"PROC","SVM","Y","UBst",0.6936,0.2906,"Low IR","jedit-4.0",0.2429,0.0477
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","UBst",0.6985,0.3287,"Low IR","jedit-4.1",0.3072,0.0215
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","UBst",0.6663,0.2587,"M&H IR","jedit-4.2",0.1612,0.0975
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","UBst",0.7176,0.0783,"M&H IR","jedit-4.3",0,0.0783
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","UBst",0.7426,0.5131,"Low IR","log4j-1.0",0.4628,0.0503
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","UBst",0.6883,0.2491,"M&H IR","Lucene",0.0406,0.2085
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","UBst",0.5765,0.1394,"M&H IR","Mylyn",0,0.1394
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","UBst",0.5969,0.1143,"M&H IR","poi-2.0",0,0.1143
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","UBst",0.5937,0.0557,"M&H IR","synapse-1.0",0,0.0557
"synapse-1.1",60,222,0.27027027,2.7,"PROC","SVM","Y","UBst",0.53,0.004,"Low IR","synapse-1.1",0,0.004
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","UBst",0.6538,0.2659,"Low IR","synapse-1.2",0.174,0.0919
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","UBst",0.6886,0.2927,"Low IR","velocity-1.6",0.2872,0.0055
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","UBst",0.5504,0.0399,"M&H IR","xerces-1.2",0,0.0399
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","UBst",0.5499,0.0398,"M&H IR","xerces-1.3",0.0109,0.0289
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","OBst",0.6472,0.196,"M&H IR","ant-1.3",-0.0013,0.1973
"ant-1.4",40,178,0.224719101,3.45,"PROC","SVM","Y","OBst",0.5253,0.0304,"Low IR","ant-1.4",-0.0013,0.0317
"ant-1.5",32,293,0.109215017,8.15625,"PROC","SVM","Y","OBst",0.7412,0.3368,"M&H IR","ant-1.5",0,0.3368
"ant-1.6",92,351,0.262108262,2.815217391,"PROC","SVM","Y","OBst",0.7389,0.418,"Low IR","ant-1.6",0.3126,0.1054
"camel-1.0",13,339,0.038348083,25.07692308,"PROC","SVM","Y","OBst",0.6995,0.2035,"M&H IR","camel-1.0",0,0.2035
"camel-1.2",216,608,0.355263158,1.814814815,"PROC","SVM","Y","OBst",0.5709,0.1493,"Low IR","camel-1.2",0.0052,0.1441
"camel-1.4",145,872,0.166284404,5.013793103,"PROC","SVM","Y","OBst",0.5539,0.067,"M&H IR","camel-1.4",0,0.067
"camel-1.6",188,965,0.194818653,4.132978723,"PROC","SVM","Y","OBst",0.5053,0.0132,"M&H IR","camel-1.6",0,0.0132
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"PROC","SVM","Y","OBst",0.728,0.4462,"Low IR","Eclipse_JDT_Core",0.2753,0.1709
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","SVM","Y","OBst",0.6472,0.2565,"M&H IR","Eclipse_PDE_UI",0,0.2565
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","SVM","Y","OBst",0.7439,0.4353,"Low IR","Equinox_Framework",0.3973,0.038
"ivy-2.0",40,352,0.113636364,7.8,"PROC","SVM","Y","OBst",0.7324,0.3527,"M&H IR","ivy-2.0",-0.0031,0.3558
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","SVM","Y","OBst",0.6139,0.2385,"Low IR","jedit-3.2",0.0756,0.1629
"jedit-4.0",75,306,0.245098039,3.08,"PROC","SVM","Y","OBst",0.742,0.4172,"Low IR","jedit-4.0",0.2429,0.1743
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","OBst",0.7278,0.3767,"Low IR","jedit-4.1",0.3072,0.0695
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","OBst",0.7582,0.5093,"M&H IR","jedit-4.2",0.1612,0.3481
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","OBst",0.741,0.1828,"M&H IR","jedit-4.3",0,0.1828
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","OBst",0.7638,0.4645,"Low IR","log4j-1.0",0.4628,0.00170000000000003
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","OBst",0.6914,0.329,"M&H IR","Lucene",0.0406,0.2884
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","OBst",0.5656,0.1824,"M&H IR","Mylyn",0,0.1824
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","OBst",0.6298,0.2712,"M&H IR","poi-2.0",0,0.2712
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","OBst",0.6162,0.1816,"M&H IR","synapse-1.0",0,0.1816
"synapse-1.1",60,222,0.27027027,2.7,"PROC","SVM","Y","OBst",0.5161,0.039,"Low IR","synapse-1.1",0,0.039
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","OBst",0.6494,0.2837,"Low IR","synapse-1.2",0.174,0.1097
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","OBst",0.7044,0.4062,"Low IR","velocity-1.6",0.2872,0.119
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","OBst",0.5724,0.1896,"M&H IR","xerces-1.2",0,0.1896
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","OBst",0.5944,0.146,"M&H IR","xerces-1.3",0.0109,0.1351
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","UOBst",0.6518,0.2345,"M&H IR","ant-1.3",-0.0013,0.2358
"ant-1.4",40,178,0.224719101,3.45,"PROC","SVM","Y","UOBst",0.5398,0.0503,"Low IR","ant-1.4",-0.0013,0.0516
"ant-1.5",32,293,0.109215017,8.15625,"PROC","SVM","Y","UOBst",0.7421,0.3661,"M&H IR","ant-1.5",0,0.3661
"ant-1.6",92,351,0.262108262,2.815217391,"PROC","SVM","Y","UOBst",0.7454,0.4271,"Low IR","ant-1.6",0.3126,0.1145
"camel-1.0",13,339,0.038348083,25.07692308,"PROC","SVM","Y","UOBst",0.6988,0.1842,"M&H IR","camel-1.0",0,0.1842
"camel-1.2",216,608,0.355263158,1.814814815,"PROC","SVM","Y","UOBst",0.5629,0.1398,"Low IR","camel-1.2",0.0052,0.1346
"camel-1.4",145,872,0.166284404,5.013793103,"PROC","SVM","Y","UOBst",0.5805,0.1087,"M&H IR","camel-1.4",0,0.1087
"camel-1.6",188,965,0.194818653,4.132978723,"PROC","SVM","Y","UOBst",0.5109,0.0256,"M&H IR","camel-1.6",0,0.0256
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"PROC","SVM","Y","UOBst",0.729,0.4459,"Low IR","Eclipse_JDT_Core",0.2753,0.1706
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","SVM","Y","UOBst",0.6444,0.2541,"M&H IR","Eclipse_PDE_UI",0,0.2541
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","SVM","Y","UOBst",0.7466,0.4485,"Low IR","Equinox_Framework",0.3973,0.0512
"ivy-2.0",40,352,0.113636364,7.8,"PROC","SVM","Y","UOBst",0.7498,0.378,"M&H IR","ivy-2.0",-0.0031,0.3811
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","SVM","Y","UOBst",0.6356,0.2602,"Low IR","jedit-3.2",0.0756,0.1846
"jedit-4.0",75,306,0.245098039,3.08,"PROC","SVM","Y","UOBst",0.7548,0.4304,"Low IR","jedit-4.0",0.2429,0.1875
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","UOBst",0.7267,0.3822,"Low IR","jedit-4.1",0.3072,0.075
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","UOBst",0.7371,0.4766,"M&H IR","jedit-4.2",0.1612,0.3154
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","UOBst",0.6909,0.1737,"M&H IR","jedit-4.3",0,0.1737
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","UOBst",0.7536,0.4421,"Low IR","log4j-1.0",0.4628,-0.0207
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","UOBst",0.6945,0.3362,"M&H IR","Lucene",0.0406,0.2956
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","UOBst",0.5862,0.2013,"M&H IR","Mylyn",0,0.2013
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","UOBst",0.6329,0.2558,"M&H IR","poi-2.0",0,0.2558
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","UOBst",0.6575,0.2418,"M&H IR","synapse-1.0",0,0.2418
"synapse-1.1",60,222,0.27027027,2.7,"PROC","SVM","Y","UOBst",0.4954,0.0268,"Low IR","synapse-1.1",0,0.0268
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","UOBst",0.6504,0.2688,"Low IR","synapse-1.2",0.174,0.0948
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","UOBst",0.7141,0.423,"Low IR","velocity-1.6",0.2872,0.1358
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","UOBst",0.5643,0.1562,"M&H IR","xerces-1.2",0,0.1562
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","UOBst",0.5949,0.1281,"M&H IR","xerces-1.3",0.0109,0.1172
"ant-1.3",20,125,0.16,5.25,"PROC","SVM","Y","SBst",0.7137,0.3253,"M&H IR","ant-1.3",-0.0013,0.3266
"ant-1.4",40,178,0.224719101,3.45,"PROC","SVM","Y","SBst",0.6488,0.1371,"Low IR","ant-1.4",-0.0013,0.1384
"ant-1.5",32,293,0.109215017,8.15625,"PROC","SVM","Y","SBst",0.748,0.327,"M&H IR","ant-1.5",0,0.327
"ant-1.6",92,351,0.262108262,2.815217391,"PROC","SVM","Y","SBst",0.7346,0.4303,"Low IR","ant-1.6",0.3126,0.1177
"camel-1.0",13,339,0.038348083,25.07692308,"PROC","SVM","Y","SBst",0.7474,0.2149,"M&H IR","camel-1.0",0,0.2149
"camel-1.2",216,608,0.355263158,1.814814815,"PROC","SVM","Y","SBst",0.6029,0.2187,"Low IR","camel-1.2",0.0052,0.2135
"camel-1.4",145,872,0.166284404,5.013793103,"PROC","SVM","Y","SBst",0.6908,0.2305,"M&H IR","camel-1.4",0,0.2305
"camel-1.6",188,965,0.194818653,4.132978723,"PROC","SVM","Y","SBst",0.5607,0.0838,"M&H IR","camel-1.6",0,0.0838
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"PROC","SVM","Y","SBst",0.7512,0.4246,"Low IR","Eclipse_JDT_Core",0.2753,0.1493
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"PROC","SVM","Y","SBst",0.6688,0.2261,"M&H IR","Eclipse_PDE_UI",0,0.2261
"Equinox_Framework",129,324,0.398148148,1.511627907,"PROC","SVM","Y","SBst",0.7377,0.417,"Low IR","Equinox_Framework",0.3973,0.0197
"ivy-2.0",40,352,0.113636364,7.8,"PROC","SVM","Y","SBst",0.766,0.3517,"M&H IR","ivy-2.0",-0.0031,0.3548
"jedit-3.2",90,272,0.330882353,2.022222222,"PROC","SVM","Y","SBst",0.6018,0.1868,"Low IR","jedit-3.2",0.0756,0.1112
"jedit-4.0",75,306,0.245098039,3.08,"PROC","SVM","Y","SBst",0.7204,0.4047,"Low IR","jedit-4.0",0.2429,0.1618
"jedit-4.1",79,312,0.253205128,2.949367089,"PROC","SVM","Y","SBst",0.7283,0.3948,"Low IR","jedit-4.1",0.3072,0.0876
"jedit-4.2",48,367,0.130790191,6.645833333,"PROC","SVM","Y","SBst",0.7626,0.495,"M&H IR","jedit-4.2",0.1612,0.3338
"jedit-4.3",11,492,0.022357724,43.72727273,"PROC","SVM","Y","SBst",0.7682,0.1647,"M&H IR","jedit-4.3",0,0.1647
"log4j-1.0",34,135,0.251851852,2.970588235,"PROC","SVM","Y","SBst",0.7501,0.4411,"Low IR","log4j-1.0",0.4628,-0.0217
"Lucene",64,691,0.092619392,9.796875,"PROC","SVM","Y","SBst",0.723,0.2931,"M&H IR","Lucene",0.0406,0.2525
"Mylyn",245,1862,0.131578947,6.6,"PROC","SVM","Y","SBst",0.6293,0.2258,"M&H IR","Mylyn",0,0.2258
"poi-2.0",37,314,0.117834395,7.486486486,"PROC","SVM","Y","SBst",0.6349,0.217,"M&H IR","poi-2.0",0,0.217
"synapse-1.0",16,157,0.101910828,8.8125,"PROC","SVM","Y","SBst",0.7488,0.3007,"M&H IR","synapse-1.0",0,0.3007
"synapse-1.1",60,222,0.27027027,2.7,"PROC","SVM","Y","SBst",0.4987,-0.0205,"Low IR","synapse-1.1",0,-0.0205
"synapse-1.2",86,256,0.3359375,1.976744186,"PROC","SVM","Y","SBst",0.6863,0.3022,"Low IR","synapse-1.2",0.174,0.1282
"velocity-1.6",78,229,0.340611354,1.935897436,"PROC","SVM","Y","SBst",0.7079,0.3659,"Low IR","velocity-1.6",0.2872,0.0787
"xerces-1.2",71,440,0.161363636,5.197183099,"PROC","SVM","Y","SBst",0.5951,0.2222,"M&H IR","xerces-1.2",0,0.2222
"xerces-1.3",69,453,0.152317881,5.565217391,"PROC","SVM","Y","SBst",0.6728,0.2161,"M&H IR","xerces-1.3",0.0109,0.2052
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","Bag",0.5786,0.0085,"M&H IR","ant-1.3",-0.0172,0.0257
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","Bag",0.5919,0.0919,"Low IR","ant-1.4",0.0398,0.0521
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","Bag",0.5239,-6e-04,"M&H IR","ant-1.5",0,-6e-04
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","Bag",0.687,0.3205,"Low IR","ant-1.6",0.295,0.0255
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","Bag",0.5336,-0.0031,"M&H IR","camel-1.0",-0.0024,-7e-04
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","Bag",0.7128,0.4219,"Low IR","camel-1.2",0.4215,0.000400000000000011
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","Bag",0.5209,0.0801,"M&H IR","camel-1.4",0.0771,0.003
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","Bag",0.5715,0.1141,"M&H IR","camel-1.6",0.0873,0.0268
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","Bag",0.6408,0.3234,"Low IR","Eclipse_JDT_Core",0.2984,0.025
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","Bag",0.5072,0.0024,"M&H IR","Eclipse_PDE_UI",-0.0027,0.0051
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","Bag",0.7629,0.3676,"Low IR","Equinox_Framework",0.3844,-0.0168
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","Bag",0.5759,0.0501,"M&H IR","ivy-2.0",0.0175,0.0326
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","Bag",0.8748,0.6231,"Low IR","jedit-3.2",0.6196,0.00349999999999995
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","Bag",0.6549,0.2615,"Low IR","jedit-4.0",0.2448,0.0167
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","Bag",0.6975,0.3827,"Low IR","jedit-4.1",0.3628,0.0199
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","Bag",0.6164,0.2016,"M&H IR","jedit-4.2",0.1283,0.0733
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","Bag",0.4984,0,"M&H IR","jedit-4.3",0,0
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","Bag",0.7212,0.3881,"Low IR","log4j-1.0",0.382,0.00609999999999999
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","Bag",0.5245,0.1029,"M&H IR","Lucene",0.1082,-0.0053
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","Bag",0.5132,0.0427,"M&H IR","Mylyn",0.0306,0.0121
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","Bag",0.5518,0.0116,"M&H IR","poi-2.0",0.0141,-0.0025
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","Bag",0.5009,-0.0017,"M&H IR","synapse-1.0",0,-0.0017
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","Bag",0.664,0.1778,"Low IR","synapse-1.1",0.0137,0.1641
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","Bag",0.7201,0.386,"Low IR","synapse-1.2",0.3762,0.00980000000000003
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","Bag",0.6952,0.2813,"Low IR","velocity-1.6",0.2777,0.00359999999999999
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","Bag",0.6595,0.4036,"M&H IR","xerces-1.2",0.4032,0.000400000000000011
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","Bag",0.5535,0.1043,"M&H IR","xerces-1.3",0.0488,0.0555
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","Bst",0.7912,0.3088,"M&H IR","ant-1.3",-0.0172,0.326
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","Bst",0.8045,0.2732,"Low IR","ant-1.4",0.0398,0.2334
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","Bst",0.811,0.3599,"M&H IR","ant-1.5",0,0.3599
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","Bst",0.7716,0.3876,"Low IR","ant-1.6",0.295,0.0926
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","Bst",0.6524,0.0547,"M&H IR","camel-1.0",-0.0024,0.0571
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","Bst",0.7485,0.4031,"Low IR","camel-1.2",0.4215,-0.0184
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","Bst",0.7862,0.3683,"M&H IR","camel-1.4",0.0771,0.2912
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","Bst",0.8212,0.3857,"M&H IR","camel-1.6",0.0873,0.2984
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","Bst",0.7842,0.3658,"Low IR","Eclipse_JDT_Core",0.2984,0.0674
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","Bst",0.7116,0.1821,"M&H IR","Eclipse_PDE_UI",-0.0027,0.1848
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","Bst",0.7719,0.3739,"Low IR","Equinox_Framework",0.3844,-0.0105
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET","SVM","Y","Bst",0.7286,0.2404,"M&H IR","ivy-2.0",0.0175,0.2229
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET","SVM","Y","Bst",0.8879,0.5739,"Low IR","jedit-3.2",0.6196,-0.0457000000000001
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET","SVM","Y","Bst",0.799,0.3639,"Low IR","jedit-4.0",0.2448,0.1191
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET","SVM","Y","Bst",0.8354,0.4129,"Low IR","jedit-4.1",0.3628,0.0501
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET","SVM","Y","Bst",0.824,0.3286,"M&H IR","jedit-4.2",0.1283,0.2003
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET","SVM","Y","Bst",0.8335,-0.0029,"M&H IR","jedit-4.3",0,-0.0029
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET","SVM","Y","Bst",0.8016,0.4243,"Low IR","log4j-1.0",0.382,0.0423
"Lucene",64,691,0.092619392,9.796875,"CK+NET","SVM","Y","Bst",0.7166,0.1527,"M&H IR","Lucene",0.1082,0.0445
"Mylyn",245,1862,0.131578947,6.6,"CK+NET","SVM","Y","Bst",0.6955,0.1317,"M&H IR","Mylyn",0.0306,0.1011
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET","SVM","Y","Bst",0.7062,0.1826,"M&H IR","poi-2.0",0.0141,0.1685
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET","SVM","Y","Bst",0.6154,0.0321,"M&H IR","synapse-1.0",0,0.0321
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET","SVM","Y","Bst",0.7255,0.3286,"Low IR","synapse-1.1",0.0137,0.3149
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET","SVM","Y","Bst",0.7363,0.3931,"Low IR","synapse-1.2",0.3762,0.0169
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET","SVM","Y","Bst",0.7398,0.3207,"Low IR","velocity-1.6",0.2777,0.043
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET","SVM","Y","Bst",0.8639,0.4686,"M&H IR","xerces-1.2",0.4032,0.0654
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET","SVM","Y","Bst",0.7901,0.243,"M&H IR","xerces-1.3",0.0488,0.1942
"ant-1.3",20,125,0.16,5.25,"CK+NET","SVM","Y","US",0.6853,0.303,"M&H IR","ant-1.3",-0.0172,0.3202
"ant-1.4",40,178,0.224719101,3.45,"CK+NET","SVM","Y","US",0.7136,0.3718,"Low IR","ant-1.4",0.0398,0.332
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET","SVM","Y","US",0.7098,0.289,"M&H IR","ant-1.5",0,0.289
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET","SVM","Y","US",0.7487,0.485,"Low IR","ant-1.6",0.295,0.19
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET","SVM","Y","US",0.5879,0.0831,"M&H IR","camel-1.0",-0.0024,0.0855
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET","SVM","Y","US",0.7127,0.4219,"Low IR","camel-1.2",0.4215,0.000400000000000011
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET","SVM","Y","US",0.7114,0.3309,"M&H IR","camel-1.4",0.0771,0.2538
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET","SVM","Y","US",0.7653,0.4406,"M&H IR","camel-1.6",0.0873,0.3533
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET","SVM","Y","US",0.722,0.4071,"Low IR","Eclipse_JDT_Core",0.2984,0.1087
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET","SVM","Y","US",0.64,0.2113,"M&H IR","Eclipse_PDE_UI",-0.0027,0.214
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET","SVM","Y","US",0.7018,0.4029,"Low IR","Equinox_Framework",0.3844,0.0185
