Dataset,DefectNum,ModuleNum,DefectRate,ImbLevel,ImbGroup,Metrics,Classifier,ImbLearner,ImbLearnerType,Gmean,AUC,Bal,F1,Recall,MCC,SLoe
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,Ripper,Y,SBag,0.708,0.8464,0.675,0.5917,0.5484,0.5025,0.5684
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,Ripper,Y,SBag,0.5546,0.7708,0.5287,0.3877,0.3369,0.3173,0.3911
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,Ripper,Y,SBag,0.7297,0.836,0.7133,0.6787,0.6397,0.5066,0.603
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,Ripper,Y,SBag,0.5238,0.7745,0.5304,0.3666,0.3383,0.327,0.4081
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,Ripper,Y,SBag,0.596,0.783,0.5619,0.4272,0.3838,0.3601,0.4222
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,Ripper,Y,UBst,0.6221,0.7443,0.6376,0.443,0.615,0.3362,0.4955
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7072,0.7989,0.6918,0.5453,0.68,0.4081,0.5663
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,Ripper,Y,UBst,0.6877,0.7699,0.6769,0.3925,0.6467,0.3277,0.5487
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7238,0.7895,0.7155,0.59,0.6992,0.4293,0.5472
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,Ripper,Y,UBst,0.4211,0.7425,0.5379,0.1421,0.46,0.1311,0.3526
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,Ripper,Y,UBst,0.7082,0.7849,0.7047,0.6334,0.6895,0.4119,0.4768
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,Ripper,Y,UBst,0.7354,0.8131,0.728,0.5061,0.6914,0.4013,0.5731
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,Ripper,Y,UBst,0.7658,0.8374,0.7604,0.5721,0.748,0.4612,0.636
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,Ripper,Y,UBst,0.7237,0.7974,0.7109,0.414,0.7025,0.3497,0.6001
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,Ripper,Y,UBst,0.8127,0.8903,0.8033,0.7466,0.8156,0.6157,0.7237
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7333,0.8164,0.7218,0.5895,0.7027,0.4479,0.5762
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7456,0.8515,0.7357,0.6113,0.7302,0.4709,0.6085
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,Ripper,Y,UBst,0.7543,0.8303,0.7372,0.5019,0.705,0.4333,0.6256
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,Ripper,Y,UBst,0.615,0.837,0.6683,0.1329,0.69,0.1774,0.631
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7335,0.8216,0.7134,0.608,0.7192,0.4866,0.6588
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,Ripper,Y,UBst,0.6072,0.7187,0.6173,0.3247,0.555,0.2266,0.3972
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,Ripper,Y,UBst,0.5319,0.6908,0.5925,0.3031,0.59,0.2334,0.4564
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7048,0.7768,0.6946,0.5788,0.6733,0.4092,0.5249
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,Ripper,Y,UBst,0.7175,0.7806,0.7093,0.6364,0.7197,0.4348,0.5365
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,Ripper,Y,UBst,0.711,0.7825,0.7007,0.6342,0.7171,0.4237,0.5267
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,Ripper,Y,UBst,0.8323,0.9172,0.8174,0.666,0.7905,0.606,0.7453
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,Ripper,Y,UBst,0.7432,0.8402,0.7338,0.5004,0.7057,0.408,0.5961
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,Ripper,Y,UBst,0.7458,0.8195,0.7405,0.5653,0.7066,0.4394,0.5766
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,Ripper,Y,UBst,0.6768,0.7353,0.6734,0.383,0.6416,0.2699,0.4693
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,Ripper,Y,UBst,0.7373,0.8128,0.7273,0.6996,0.7758,0.4816,0.5894
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,Ripper,Y,UBst,0.688,0.7569,0.6781,0.3461,0.6195,0.2858,0.4974
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,Ripper,Y,UBst,0.6721,0.7415,0.6689,0.3657,0.6264,0.2572,0.453
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,Ripper,Y,OBst,0.375,0.7581,0.4931,0.3101,0.3,0.2327,0.3075
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,Ripper,Y,OBst,0.5993,0.7953,0.6048,0.4862,0.4675,0.3889,0.5051
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,Ripper,Y,OBst,0.5139,0.7775,0.5467,0.4033,0.3633,0.3748,0.5027
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6663,0.7804,0.6493,0.5465,0.5322,0.4103,0.488
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,Ripper,Y,OBst,0.0395,0.7465,0.3204,0.0317,0.04,0.0224,0.0279
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,Ripper,Y,OBst,0.6956,0.7818,0.6821,0.6179,0.5943,0.4311,0.4918
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,Ripper,Y,OBst,0.5935,0.8021,0.563,0.4458,0.3863,0.3718,0.467
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,Ripper,Y,OBst,0.6569,0.8225,0.6254,0.5206,0.4783,0.4284,0.4999
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,Ripper,Y,OBst,0.3885,0.7593,0.4687,0.2785,0.2525,0.2275,0.3016
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,Ripper,Y,OBst,0.7777,0.8857,0.7605,0.7128,0.7078,0.5869,0.6802
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6724,0.804,0.6514,0.5503,0.5323,0.4298,0.5175
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6766,0.839,0.6583,0.5678,0.5373,0.4598,0.5603
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,Ripper,Y,OBst,0.6,0.8222,0.5839,0.4604,0.4155,0.4125,0.5231
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,Ripper,Y,OBst,0.2664,0.815,0.4742,0.2157,0.26,0.2174,0.2695
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6954,0.8298,0.6868,0.6006,0.5975,0.5063,0.6275
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,Ripper,Y,OBst,0.3438,0.7228,0.4432,0.2451,0.2158,0.1962,0.2786
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,Ripper,Y,OBst,0.2653,0.7326,0.4458,0.2349,0.22,0.2058,0.2513
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6652,0.7667,0.6497,0.5616,0.5367,0.4359,0.5445
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,Ripper,Y,OBst,0.6848,0.7855,0.6696,0.6007,0.5776,0.431,0.5179
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,Ripper,Y,OBst,0.7007,0.8041,0.6846,0.6217,0.6045,0.455,0.5443
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,Ripper,Y,OBst,0.7583,0.9099,0.7271,0.6493,0.6225,0.5996,0.6996
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,Ripper,Y,OBst,0.639,0.8525,0.6159,0.5156,0.4614,0.4674,0.586
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,Ripper,Y,OBst,0.6676,0.8184,0.634,0.5434,0.4898,0.4502,0.5286
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,Ripper,Y,OBst,0.4361,0.7095,0.4443,0.27,0.2167,0.1993,0.2716
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,Ripper,Y,OBst,0.7237,0.8163,0.7133,0.6728,0.6697,0.4729,0.5487
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,Ripper,Y,OBst,0.4601,0.7375,0.4901,0.3282,0.2802,0.299,0.4067
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,Ripper,Y,OBst,0.5111,0.7288,0.4909,0.3394,0.2825,0.2745,0.3563
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.484,0.7753,0.5651,0.4012,0.405,0.3277,0.4054
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.6252,0.7938,0.6261,0.5142,0.4975,0.4146,0.5255
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,Ripper,Y,UOBst,0.5123,0.7779,0.5488,0.3864,0.3683,0.3435,0.4358
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.6724,0.7865,0.6557,0.5506,0.5473,0.4089,0.4797
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,Ripper,Y,UOBst,0.0651,0.751,0.3314,0.0583,0.055,0.047,0.0599
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,Ripper,Y,UOBst,0.6856,0.7698,0.6741,0.605,0.5933,0.4043,0.4592
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.6095,0.7881,0.5814,0.4497,0.415,0.362,0.4258
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.6593,0.8036,0.6315,0.5113,0.4913,0.4074,0.4625
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.4236,0.7509,0.4923,0.2944,0.2875,0.2295,0.283
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.7773,0.8738,0.7616,0.7114,0.7133,0.5809,0.6686
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.6665,0.8037,0.6528,0.5396,0.5379,0.4091,0.4803
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.689,0.8473,0.6691,0.5799,0.5568,0.4668,0.5646
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.5893,0.8179,0.5793,0.4386,0.411,0.3843,0.49
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,Ripper,Y,UOBst,0.2993,0.7799,0.4988,0.245,0.295,0.2476,0.3054
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.6849,0.8191,0.6809,0.5885,0.5883,0.4844,0.5878
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.3989,0.7389,0.4713,0.2823,0.2575,0.2327,0.3379
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,Ripper,Y,UOBst,0.3388,0.7543,0.494,0.2803,0.295,0.2473,0.3208
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.647,0.7617,0.6341,0.538,0.5133,0.4036,0.4938
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,Ripper,Y,UOBst,0.6989,0.7888,0.6847,0.6151,0.6119,0.4372,0.5176
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,Ripper,Y,UOBst,0.6942,0.7904,0.6819,0.6115,0.6079,0.4288,0.4988
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.7766,0.9058,0.7481,0.6668,0.652,0.6168,0.7108
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.6371,0.8508,0.61,0.505,0.4538,0.4525,0.5828
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,Ripper,Y,UOBst,0.6811,0.8073,0.6524,0.5441,0.5206,0.4371,0.4855
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.4891,0.7035,0.48,0.3021,0.2696,0.2129,0.2562
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,Ripper,Y,UOBst,0.7172,0.7993,0.7083,0.6654,0.6756,0.4536,0.5278
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,Ripper,Y,UOBst,0.4896,0.7371,0.501,0.3345,0.2962,0.295,0.3786
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,Ripper,Y,UOBst,0.5316,0.7255,0.5103,0.3434,0.312,0.2618,0.3053
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,Ripper,Y,SBst,0.4503,0.7601,0.5407,0.3705,0.375,0.3082,0.3967
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6375,0.8246,0.6288,0.5204,0.4975,0.4282,0.5492
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,Ripper,Y,SBst,0.4387,0.7792,0.5136,0.3503,0.3158,0.318,0.4166
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6637,0.7913,0.6442,0.5464,0.521,0.4164,0.5011
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,Ripper,Y,SBst,0.1012,0.7912,0.355,0.0773,0.09,0.07,0.0974
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,Ripper,Y,SBst,0.6907,0.7967,0.6734,0.6137,0.5718,0.4356,0.5081
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,Ripper,Y,SBst,0.5679,0.8101,0.5371,0.4389,0.3471,0.3915,0.557
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,Ripper,Y,SBst,0.6214,0.8343,0.5842,0.5037,0.415,0.4406,0.5934
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,Ripper,Y,SBst,0.372,0.7554,0.4585,0.2669,0.2375,0.2142,0.2814
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,Ripper,Y,SBst,0.7856,0.8874,0.77,0.7233,0.7178,0.5981,0.6816
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6798,0.8143,0.6645,0.5592,0.553,0.438,0.5205
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6949,0.8494,0.6762,0.5939,0.5607,0.4921,0.5899
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,Ripper,Y,SBst,0.6222,0.8398,0.6077,0.4835,0.45,0.4293,0.5191
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,Ripper,Y,SBst,0.203,0.8347,0.4328,0.17,0.2,0.1683,0.1991
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6533,0.8093,0.6566,0.5601,0.5508,0.4642,0.5939
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,Ripper,Y,SBst,0.3441,0.7462,0.4512,0.265,0.2267,0.2247,0.3125
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,Ripper,Y,SBst,0.2409,0.7256,0.4299,0.2084,0.2,0.1824,0.2363
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6627,0.7823,0.6447,0.5604,0.5183,0.4448,0.55
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,Ripper,Y,SBst,0.6902,0.7928,0.6725,0.6065,0.5789,0.4426,0.5361
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,Ripper,Y,SBst,0.6727,0.7875,0.6577,0.5883,0.5638,0.4195,0.517
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,Ripper,Y,SBst,0.769,0.916,0.7371,0.6681,0.6357,0.6236,0.7282
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,Ripper,Y,SBst,0.6472,0.8712,0.6195,0.5306,0.465,0.4903,0.6315
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,Ripper,Y,SBst,0.6457,0.8178,0.6097,0.5282,0.4529,0.4485,0.5669
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,Ripper,Y,SBst,0.3807,0.7205,0.4062,0.2307,0.1611,0.2,0.3557
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,Ripper,Y,SBst,0.7073,0.8099,0.6948,0.6522,0.6364,0.4511,0.5387
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,Ripper,Y,SBst,0.3975,0.7487,0.4439,0.282,0.2143,0.2707,0.432
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,Ripper,Y,SBst,0.404,0.7155,0.4187,0.2538,0.1786,0.2316,0.4137
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,N,none,0.2261,0.6983,0.4123,0.1793,0.18,0.1101,0.1352
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,N,none,0.6555,0.8358,0.6484,0.5525,0.5225,0.4748,0.6057
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,N,none,0.5447,0.7465,0.568,0.4219,0.3958,0.3917,0.5168
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,N,none,0.671,0.7804,0.6452,0.5677,0.5134,0.4622,0.5824
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,N,none,0.0071,0.674,0.2964,0.0067,0.005,0.0035,0.006
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,N,none,0.6555,0.7593,0.6371,0.5697,0.5144,0.3837,0.4588
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,N,none,0.5236,0.7323,0.5063,0.3832,0.304,0.3236,0.4564
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,N,none,0.6309,0.7987,0.5983,0.4955,0.4382,0.4057,0.4917
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,N,none,0.3291,0.7727,0.4354,0.2555,0.2025,0.2348,0.3496
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,N,none,0.7724,0.8667,0.7583,0.7029,0.7233,0.5692,0.6772
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,N,none,0.6063,0.7907,0.5927,0.4839,0.4409,0.3734,0.4908
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,N,none,0.5819,0.7851,0.5685,0.4672,0.4007,0.3639,0.4947
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,N,none,0.5182,0.8082,0.5299,0.3991,0.338,0.3621,0.5033
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,N,none,0.1829,0.7458,0.4187,0.15,0.18,0.1461,0.1718
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,N,none,0.6525,0.8232,0.644,0.5701,0.5183,0.4984,0.6741
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,N,none,0.2163,0.6857,0.3816,0.1656,0.1267,0.1385,0.2238
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,N,none,0.1331,0.7194,0.3657,0.0987,0.11,0.0611,0.0822
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,N,none,0.6122,0.7296,0.5925,0.5082,0.4383,0.4023,0.556
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,N,none,0.5751,0.7395,0.5637,0.4708,0.4097,0.2958,0.4023
velocity-1.6,78,229,0.3406113537117904,1.935897435897436,2~1,CK+NET+PROC,IBk,N,none,0.6372,0.7548,0.623,0.5442,0.5073,0.3687,0.4636
xerces-1.2,71,440,0.16136363636363638,5.197183098591549,8~4,CK+NET+PROC,IBk,N,none,0.7351,0.9027,0.7082,0.6239,0.5946,0.5746,0.6835
xerces-1.3,69,453,0.152317880794702,5.565217391304348,8~4,CK+NET+PROC,IBk,N,none,0.5704,0.8058,0.5517,0.4354,0.3695,0.3915,0.5476
Eclipse_JDT_Core,206,997,0.20661985957873621,3.8398058252427183,4~2,CK+NET+PROC,IBk,N,none,0.6266,0.7806,0.5907,0.5084,0.4256,0.4323,0.5698
Eclipse_PDE_UI,209,1497,0.1396125584502338,6.162679425837321,8~4,CK+NET+PROC,IBk,N,none,0.4059,0.7098,0.4228,0.2566,0.1847,0.2225,0.3779
Equinox_Framework,129,324,0.39814814814814814,1.5116279069767442,2~1,CK+NET+PROC,IBk,N,none,0.6951,0.7931,0.6828,0.6375,0.6199,0.4267,0.5057
Lucene,64,691,0.09261939218523878,9.796875,16~8,CK+NET+PROC,IBk,N,none,0.289,0.6823,0.3903,0.2063,0.1379,0.2326,0.4817
Mylyn,245,1862,0.13157894736842105,6.6,8~4,CK+NET+PROC,IBk,N,none,0.4141,0.6906,0.4246,0.2623,0.1871,0.2318,0.3902
ant-1.3,20,125,0.16,5.25,8~4,CK+NET+PROC,IBk,Y,Bag,0.2302,0.7946,0.4142,0.1947,0.18,0.1475,0.192
ant-1.4,40,178,0.2247191011235955,3.45,4~2,CK+NET+PROC,IBk,Y,Bag,0.6327,0.8633,0.6331,0.5459,0.4925,0.474,0.5973
ant-1.5,32,293,0.10921501706484642,8.15625,16~8,CK+NET+PROC,IBk,Y,Bag,0.5121,0.7881,0.5558,0.4155,0.3783,0.3964,0.5432
ant-1.6,92,351,0.2621082621082621,2.8152173913043477,4~2,CK+NET+PROC,IBk,Y,Bag,0.6765,0.8109,0.6514,0.5796,0.5202,0.4796,0.5998
camel-1.0,13,339,0.038348082595870206,25.076923076923077,64~16,CK+NET+PROC,IBk,Y,Bag,0,0.7808,0.2929,0,0,-0.0016,-0.0018
camel-1.2,216,608,0.35526315789473684,1.8148148148148149,2~1,CK+NET+PROC,IBk,Y,Bag,0.6654,0.7899,0.6422,0.5851,0.5155,0.4225,0.5342
camel-1.4,145,872,0.16628440366972477,5.0137931034482754,8~4,CK+NET+PROC,IBk,Y,Bag,0.5221,0.7913,0.5011,0.3948,0.2957,0.365,0.5826
camel-1.6,188,965,0.19481865284974093,4.132978723404255,8~4,CK+NET+PROC,IBk,Y,Bag,0.6321,0.8378,0.5959,0.51,0.433,0.4361,0.5625
ivy-2.0,40,352,0.11363636363636363,7.8,8~4,CK+NET+PROC,IBk,Y,Bag,0.3062,0.8031,0.4198,0.2402,0.18,0.2379,0.3906
jedit-3.2,90,272,0.33088235294117646,2.022222222222222,4~2,CK+NET+PROC,IBk,Y,Bag,0.8032,0.9005,0.792,0.7387,0.7733,0.6123,0.6993
jedit-4.0,75,306,0.24509803921568626,3.08,4~2,CK+NET+PROC,IBk,Y,Bag,0.5851,0.8383,0.5719,0.4847,0.402,0.4089,0.5914
jedit-4.1,79,312,0.2532051282051282,2.949367088607595,4~2,CK+NET+PROC,IBk,Y,Bag,0.5766,0.8304,0.5632,0.4695,0.3895,0.3849,0.5502
jedit-4.2,48,367,0.1307901907356948,6.645833333333333,8~4,CK+NET+PROC,IBk,Y,Bag,0.4827,0.8563,0.4937,0.3666,0.2855,0.3456,0.5356
jedit-4.3,11,492,0.022357723577235773,43.72727272727273,64~16,CK+NET+PROC,IBk,Y,Bag,0.2138,0.8335,0.4409,0.2017,0.21,0.2001,0.2116
log4j-1.0,34,135,0.2518518518518518,2.9705882352941178,4~2,CK+NET+PROC,IBk,Y,Bag,0.5954,0.8639,0.6098,0.531,0.4558,0.4796,0.6598
poi-2.0,37,314,0.1178343949044586,7.486486486486487,8~4,CK+NET+PROC,IBk,Y,Bag,0.1878,0.7432,0.3686,0.1495,0.1075,0.1426,0.2436
synapse-1.0,16,157,0.10191082802547771,8.8125,16~8,CK+NET+PROC,IBk,Y,Bag,0.0832,0.7407,0.339,0.0613,0.07,0.0373,0.0546
synapse-1.1,60,222,0.2702702702702703,2.7,4~2,CK+NET+PROC,IBk,Y,Bag,0.6521,0.7801,0.6263,0.5629,0.4817,0.4778,0.6478
synapse-1.2,86,256,0.3359375,1.9767441860465116,2~1,CK+NET+PROC,IBk,Y,Bag,0.592,0.7837,0.5706,0.4992,0.4049,0.382,0.5754
